指标,角色,问题,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,意图识别场景,意图识别场景流程,意图识别场景参数
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类的销售金额是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年深圳XXX路店婴儿用品品类的业绩是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的营收如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类卖了多少钱？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年的营业收入，深圳XXX路店婴儿用品品类？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，前一年的销售收入是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类的销售总额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的营业额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的收入是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的销售是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年的营收，深圳XXX路店婴儿用品品类？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年全年的销售金额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的业绩？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的营业收入是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年卖了多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年的销售总额，深圳XXX路店婴儿用品品类？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的销售收入？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的营业额如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年全年的收入？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的销售？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年深圳XXX路店婴儿用品品类的销售金额是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",往年深圳XXX路店婴儿用品品类的业绩如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类卖了多少钱？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的营业收入是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的销售总额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年深圳XXX路店婴儿用品品类的营业额是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的收入如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，往年的销售是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的营收如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年全年的销售金额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",往年，深圳XXX路店婴儿用品品类的业绩是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，前一年的营业收入？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类卖了多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的销售总额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的销售收入如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，往年的营业额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的收入是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，前一年的销售？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类的营收？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，往年的销售金额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年深圳XXX路店婴儿用品品类的业绩是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年全年卖了多少钱？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",往年，深圳XXX路店婴儿用品品类的营业收入如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，前一年的销售总额？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年，深圳XXX路店婴儿用品品类的营业额是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年深圳XXX路店婴儿用品品类的收入如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，去年的销售？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",去年全年，深圳XXX路店婴儿用品品类的营收是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",深圳XXX路店婴儿用品品类，往年的销售金额是多少？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,品类长【门店】,采购【门店】",前一年，深圳XXX路店婴儿用品品类的业绩如何？,指标类,单指标卡片,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年销售最佳的5个商品的销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，销售最高的5个商品销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年5个销售最好的商品和它们的销售金额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最高的5个商品和销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年销售最高的5款商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度5个销售最佳的商品和它们的业绩？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，5个销售最好的商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年5个销售最高的商品及其销售金额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最佳的5个商品及其营业额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，销售最高的5款商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年5个销售最好的商品及其业绩？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，5个销售最高的商品及其营业收入？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最高的5个商品及其销售总额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年5个销售最佳的商品及其营业额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，5个销售最好的商品及其收入？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最佳的5个商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年销售最高的5款商品及其营业收入？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，5个销售最佳的商品及其销售金额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度5个销售最高的商品及其业绩？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年5个销售最好的商品及其销售总额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最高的5款商品销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最畅销的5个商品和它们的销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年卖得最好的5个商品及其销售金额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年销售最佳的5款商品及其营业额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最佳销售的5个商品及其收入是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最好的5款商品及其销售额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年最热销的5个商品及其销售金额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年销售最高的5个商品及其营业收入是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最畅销的5款商品及其销售总额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度卖得最好的5个商品及其销售额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年最畅销的5款商品及其销售金额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最佳的5个商品及其营业额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最热销的5个商品及其销售总额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最好的5款商品及其销售金额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年最畅销的5个商品及其营业收入是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度最畅销的5款商品及其销售额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，销售最佳的5个商品及其营业额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年最热销的5款商品及其销售总额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度最畅销的5个商品及其销售金额是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，销售最好的5款商品及其营业收入是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年销售最高的5款商品及其收入？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度最佳销售的5个商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最畅销的5款商品及其销售金额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年最佳销售的5个商品及其营业额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度销售最高的5款商品及其营业收入？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，最热销的5个商品及其销售总额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度卖得最好的5个商品及其销售额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年销售最佳的5款商品及其销售金额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度最畅销的5个商品及其营业额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，销售最高的5款商品及其销售总额？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年至今，婴儿用品品类销售额最高的5个商品是哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，哪5个婴儿用品商品销售收入最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，婴儿用品品类销售业绩最好的5个商品是什么？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度至今，哪5个婴儿用品商品营业额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪些婴儿用品商品销售最好？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，销售最好的5个婴儿用品品类商品有哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",婴儿用品品类中，今年销售额最高的5个商品是什么？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪些婴儿用品商品营业额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，婴儿用品品类销售最佳的5个商品是什么？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年至今，营业额最高的5个婴儿用品商品是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪5个婴儿用品商品销售收入最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，销售额最高的5个婴儿用品品类商品是什么？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，婴儿用品品类中销售业绩最好的5个商品有哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年至今，哪些婴儿用品商品的销售总额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，哪些婴儿用品商品卖得最好？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，卖得最好的5个婴儿用品商品是哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",婴儿用品品类，今年销售收入最高的5个商品是？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，哪5个婴儿用品品类商品的销售业绩最好？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪些婴儿用品商品的营业额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年至今，哪些婴儿用品商品的销售额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，婴儿用品品类中哪5个商品销售额最高？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，婴儿用品品类中哪些商品销售最好？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪些婴儿用品商品卖得最好？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年至今，婴儿用品品类中销售业绩最好的5个商品是哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，婴儿用品品类销售收入最高的5个商品有哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",今年，哪5个婴儿用品品类商品销售额排名前五？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",本年度，婴儿用品品类中销售最好的5个商品是哪些？,排名类,表格,,,,,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
